Pose1:[-0.07307056254225135, 0.5637277008769513, 0.40212006863917626, -2.6391647266049709, -0.43422336993727662, -0.41740819278421026]
pose2:[0.7014115578568344, -0.16112128089604585, 0.6763099892728933, -1.4476536981018042, 0.81921437777243122, -0.18379419038650135]
pose4:[-0.16969249934854905, 0.7862973038778529, 0.6876309177507229, -2.5002554911232702, -0.47554385861186693, -0.46301482680176642]
pose5:[0.7843298203715008, 0.11793145357304358, 1.103489294078944, -1.662751823226194, 0.21819891329102428, -0.76568476775320482]
pose6:[0.799206523496965, 0.6887588857479422, 0.577858262315212, -1.4140234121433952, 0.28772016359996672, 1.0990188850982019]
pose7:[0.2987305777159815, 0.6650414072059604, -0.9188435350266224, -0.3674912344664315, -1.6445760856773277, -1.2999464123870337]
pose10:[0.9381454329806896, 0.4500229053073663, -0.2504879572415901, -0.95543926085268793, 2.0865916767093049, 1.7046356951308375]
pose11:[0.6373185116898068, 1.0847062815043687, -0.2717685760139645, -1.1242054061635447, 0.16507396956290818, -2.0827524572582274]
pose31:[-0.05772616486395393, -0.8480686942869657, 0.45208572796063895, -1.3669050630208937, -0.6259652061256594, -1.9649290539035258]
pose41:[-0.7536496506126062, -0.1289928555893689, 0.529660757595942, 0.18814868922701786, -0.8691799826839356, 0.4185521498968518, 0.18422900493796246]
pose42:[0.5408427553351769, 0.09663467943074135, 0.3727131874509429, 0.45607843533722486, 0.22815938907896297, 0.8322674085694506, 0.21740909509161385]
pose71:[0.10252172850388158, 0.4362750291206747, 0.14607252291477701, 3.1152328178229105, 0.064353602777932034, -0.03827199383904268]
